MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.47070214838954155,0.6860773632685614,0.5512955807678026,0.29938860866568845,0.9942134145236609,0.9942963962193188,Linear Regression,AAPL,2025-04-09 10:31:42
