MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.8259575718626244,0.9088220793217033,0.6967345180284825,0.2900622926550238,0.9930210425792161,0.9949515260751333,Ridge Regression (alpha=1.0),AAPL,2025-04-09 10:39:43
