MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
11.634945581874499,3.4110036033218285,2.8658414798122793,1.1797232768599855,0.9016901285443392,0.9696316933355678,Ridge Regression (alpha=100.0),AAPL,2025-04-09 10:44:34
