MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
5.5199748020465,2.3494626624074066,2.0540183865133534,0.8555643718956164,0.9533587796520738,0.986783142921814,Lasso Regression (alpha=1.0),AAPL,2025-04-09 10:45:12
