MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.5385691545758482,0.7338727100634335,0.5930190125593521,0.24850013733111256,0.9954493410727426,0.9956099779066736,Linear Regression,AAPL,2025-04-09 10:37:03
