MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.9581997442667687,0.9788767768553756,0.7502177276429759,0.3119112664233607,0.9919036577135998,0.9946144646441846,Ridge Regression (alpha=2.0),AAPL,2025-04-09 10:40:40
